Record_ID,Country,Region,State,State_Code,City,Latitude,Longitude,Year,Full_Date,Month_Number,Month_Name,Quarter,Fiscal_Year,Population,Population_Category,Urban_Population,Rural_Population,Urban_Percentage,Rural_Percentage,Density_per_km2,Density_Category,Growth_Rate,Growth_Category,Literacy_Rate,Birth_Rate,Death_Rate,Net_Rate_Change
REC006370,India,East,West Bengal,WB,Kolkata,22.5726,88.3639,2004,07-07-2004,7,July,Q3,FY2004-05,5168037,Medium (5-10M),2863347,5697518,33.45,66.55,1304,High Density,2.92,High Growth,94.02,10.45,10.45,0
REC006371,India,West,Maharashtra,MH,Mumbai,19.076,72.8777,2019,18-02-2019,2,February,Q1,FY2018-19,19672030,Very Large (>15M),5841711,8561072,40.56,59.44,692,Medium Density,1.42,Moderate Growth,76.93,25.72,5.9,19.82
REC006372,India,South,Telangana,TG,Hyderabad,17.385,78.4867,2006,21-12-2006,12,December,Q4,FY2006-07,9569308,Medium (5-10M),7461275,1156513,86.58,13.42,1430,High Density,1.38,Moderate Growth,90.76,11.11,11.94,-0.83
REC006373,India,South,Karnataka,KA,Bangalore,12.9716,77.5946,2023,20-11-2023,11,November,Q4,FY2023-24,11017680,Large (10-15M),8711263,9188199,48.67,51.33,277,Low Density,1.33,Moderate Growth,85.7,24.69,9.07,15.62
REC006374,India,South,Telangana,TG,Hyderabad,17.385,78.4867,2020,21-09-2020,9,September,Q3,FY2020-21,17584974,Very Large (>15M),2881210,1487611,65.95,34.05,813,Medium Density,1.15,Moderate Growth,66.27,28.88,10.97,17.91
REC006375,India,South,Karnataka,KA,Bangalore,12.9716,77.5946,2009,10-10-2009,10,October,Q4,FY2009-10,15997114,Very Large (>15M),7433750,5741391,56.42,43.58,564,Medium Density,2.33,Moderate Growth,89.58,16.54,5.87,10.67
REC006376,India,East,West Bengal,WB,Kolkata,22.5726,88.3639,2013,25-09-2013,9,September,Q3,FY2013-14,10525116,Large (10-15M),3244896,2560030,55.9,44.1,276,Low Density,1.23,Moderate Growth,61.79,16.78,9.39,7.39
REC006377,India,South,Tamil Nadu,TN,Chennai,13.0827,80.2707,2013,15-06-2013,6,June,Q2,FY2013-14,17754244,Very Large (>15M),6405932,7463204,46.19,53.81,336,Low Density,3.3,High Growth,77.76,14.79,12.85,1.94
REC006378,India,South,Karnataka,KA,Bangalore,12.9716,77.5946,2004,04-03-2004,3,March,Q1,FY2003-04,1878864,Small (<5M),8657991,7093300,54.97,45.03,167,Low Density,1.54,Moderate Growth,68.89,18.63,12.1,6.53
REC006379,India,West,Maharashtra,MH,Mumbai,19.076,72.8777,2017,16-01-2017,1,January,Q1,FY2016-17,4332378,Small (<5M),1181538,3046609,27.94,72.06,1277,High Density,2.13,Moderate Growth,72.66,19.46,10.38,9.08
REC006380,India,North,Delhi,DL,Delhi,28.7041,77.1025,2023,15-04-2023,4,April,Q2,FY2023-24,9595529,Medium (5-10M),4342317,1818547,70.48,29.52,1442,High Density,1.73,Moderate Growth,86.5,21.44,6.92,14.52
REC006381,India,West,Maharashtra,MH,Pune,18.5204,73.8567,2013,15-03-2013,3,March,Q1,FY2012-13,1554895,Small (<5M),1631127,4491146,26.64,73.36,114,Low Density,3.39,High Growth,83.92,23.77,10.9,12.87
REC006382,India,North,Delhi,DL,Delhi,28.7041,77.1025,2001,12-12-2001,12,December,Q4,FY2001-02,5347083,Medium (5-10M),7284603,8919654,44.95,55.05,770,Medium Density,1.77,Moderate Growth,75.4,22.36,11.77,10.59
REC006383,India,South,Tamil Nadu,TN,Chennai,13.0827,80.2707,2011,08-01-2011,1,January,Q1,FY2010-11,4212974,Small (<5M),464461,2464125,15.86,84.14,1067,High Density,2.19,Moderate Growth,61.61,11.98,10.59,1.39
REC006384,India,West,Maharashtra,MH,Mumbai,19.076,72.8777,2021,08-03-2021,3,March,Q1,FY2020-21,8360774,Medium (5-10M),8194937,5169789,61.32,38.68,1182,High Density,2.79,High Growth,61.4,22.64,12.56,10.08
REC006385,India,South,Tamil Nadu,TN,Chennai,13.0827,80.2707,2023,18-04-2023,4,April,Q2,FY2023-24,15108948,Very Large (>15M),7657460,9761057,43.96,56.04,876,Medium Density,1.01,Moderate Growth,84.58,13.85,8.76,5.09
REC006386,India,South,Tamil Nadu,TN,Chennai,13.0827,80.2707,2005,06-08-2005,8,August,Q3,FY2005-06,2269369,Small (<5M),5110685,817018,86.22,13.78,304,Low Density,0.6,Low Growth,93.21,20.69,8.95,11.74
REC006387,India,South,Telangana,TG,Hyderabad,17.385,78.4867,2003,05-09-2003,9,September,Q3,FY2003-04,12686432,Large (10-15M),9361549,7842510,54.41,45.59,468,Medium Density,1.86,Moderate Growth,89.65,21.75,14.42,7.33
REC006388,India,South,Telangana,TG,Hyderabad,17.385,78.4867,2012,02-03-2012,3,March,Q1,FY2011-12,6494489,Medium (5-10M),4694930,7393607,38.84,61.16,112,Low Density,2.15,Moderate Growth,64.28,18.73,14.1,4.63
REC006389,India,West,Maharashtra,MH,Mumbai,19.076,72.8777,2003,12-06-2003,6,June,Q2,FY2003-04,9382947,Medium (5-10M),8651754,7999555,51.96,48.04,707,Medium Density,1.36,Moderate Growth,64.24,18.35,6.81,11.54
REC006390,India,North,Delhi,DL,Delhi,28.7041,77.1025,2021,26-10-2021,10,October,Q4,FY2021-22,13578141,Large (10-15M),8673760,5799431,59.93,40.07,59,Low Density,1.89,Moderate Growth,81.37,18.51,7.45,11.06
REC006391,India,South,Karnataka,KA,Bangalore,12.9716,77.5946,2013,04-11-2013,11,November,Q4,FY2013-14,11347549,Large (10-15M),4126751,5590502,42.47,57.53,1120,High Density,2.35,Moderate Growth,83.02,14.7,10.67,4.03
REC006392,India,South,Telangana,TG,Hyderabad,17.385,78.4867,2015,23-05-2015,5,May,Q2,FY2015-16,12765228,Large (10-15M),1104973,25516,97.74,2.26,172,Low Density,3.42,High Growth,81.58,26.06,10.58,15.48
REC006393,India,West,Maharashtra,MH,Mumbai,19.076,72.8777,2003,13-06-2003,6,June,Q2,FY2003-04,16895168,Very Large (>15M),5285788,9237892,36.39,63.61,428,Medium Density,2.31,Moderate Growth,90.99,19.71,5.79,13.92
REC006394,India,West,Maharashtra,MH,Mumbai,19.076,72.8777,2023,17-04-2023,4,April,Q2,FY2023-24,15826701,Very Large (>15M),3968353,3509429,53.07,46.93,82,Low Density,1.85,Moderate Growth,68.09,20.1,14.14,5.96
REC006395,India,East,West Bengal,WB,Kolkata,22.5726,88.3639,2024,16-10-2024,10,October,Q4,FY2024-25,13425834,Large (10-15M),3213397,4798257,40.11,59.89,1079,High Density,0.57,Low Growth,66.03,13.69,12.74,0.95
REC006396,India,North,Delhi,DL,Delhi,28.7041,77.1025,2000,09-06-2000,6,June,Q2,FY2000-01,5809951,Medium (5-10M),3829137,4951698,43.61,56.39,582,Medium Density,1.43,Moderate Growth,92,19.51,12.97,6.54
REC006397,India,West,Maharashtra,MH,Mumbai,19.076,72.8777,2012,26-07-2012,7,July,Q3,FY2012-13,12376607,Large (10-15M),9204259,9241954,49.9,50.1,1487,High Density,1.58,Moderate Growth,85.28,18.74,11.92,6.82
REC006398,India,West,Maharashtra,MH,Pune,18.5204,73.8567,2003,28-09-2003,9,September,Q3,FY2003-04,5317872,Medium (5-10M),2938288,9450140,23.72,76.28,523,Medium Density,1.93,Moderate Growth,84.91,18.28,6.67,11.61
REC006399,India,West,Maharashtra,MH,Mumbai,19.076,72.8777,2019,01-10-2019,10,October,Q4,FY2019-20,5930322,Medium (5-10M),2646287,9650917,21.52,78.48,582,Medium Density,2.85,High Growth,71.74,18.92,8.64,10.28
REC006400,India,North,Delhi,DL,Delhi,28.7041,77.1025,2017,15-07-2017,7,July,Q3,FY2017-18,12887078,Large (10-15M),7921384,5813486,57.67,42.33,672,Medium Density,2.83,High Growth,81.98,14.92,8.26,6.66
REC006401,India,South,Telangana,TG,Hyderabad,17.385,78.4867,2005,12-06-2005,6,June,Q2,FY2005-06,19100378,Very Large (>15M),9807353,519202,94.97,5.03,1443,High Density,3.04,High Growth,85.43,25.9,14.88,11.02
REC006402,India,North,Delhi,DL,Delhi,28.7041,77.1025,2002,05-01-2002,1,January,Q1,FY2001-02,9400847,Medium (5-10M),6769385,6508021,50.98,49.02,222,Low Density,1.37,Moderate Growth,81.01,13.9,6.13,7.77
REC006403,India,South,Tamil Nadu,TN,Chennai,13.0827,80.2707,2022,23-02-2022,2,February,Q1,FY2021-22,14309089,Large (10-15M),8929055,7045534,55.9,44.1,658,Medium Density,1.54,Moderate Growth,85.77,20.79,10.55,10.24
REC006404,India,South,Telangana,TG,Hyderabad,17.385,78.4867,2012,24-01-2012,1,January,Q1,FY2011-12,16481080,Very Large (>15M),3315304,7298657,31.24,68.76,1447,High Density,0.95,Low Growth,80.65,16.45,12.72,3.73
REC006405,India,South,Tamil Nadu,TN,Chennai,13.0827,80.2707,2015,18-09-2015,9,September,Q3,FY2015-16,17032748,Very Large (>15M),5970127,4966872,54.59,45.41,995,High Density,3.07,High Growth,94.37,24.38,9.07,15.31
REC006406,India,West,Maharashtra,MH,Mumbai,19.076,72.8777,2004,20-10-2004,10,October,Q4,FY2004-05,4894218,Small (<5M),5453562,9121589,37.42,62.58,1460,High Density,2.46,Moderate Growth,77.22,23.82,10.27,13.55
REC006407,India,South,Tamil Nadu,TN,Chennai,13.0827,80.2707,2003,02-10-2003,10,October,Q4,FY2003-04,6103572,Medium (5-10M),8238335,9441475,46.6,53.4,1149,High Density,0.73,Low Growth,60.44,23.97,6.66,17.31
REC006408,India,North,Delhi,DL,Delhi,28.7041,77.1025,2020,04-09-2020,9,September,Q3,FY2020-21,7056423,Medium (5-10M),5682128,1977172,74.19,25.81,82,Low Density,1.41,Moderate Growth,65.72,27.71,7.08,20.63
REC006409,India,North,Delhi,DL,Delhi,28.7041,77.1025,2007,15-07-2007,7,July,Q3,FY2007-08,9549036,Medium (5-10M),1569082,4044651,27.95,72.05,632,Medium Density,0.96,Low Growth,93.75,25.62,11.95,13.67
REC006410,India,East,West Bengal,WB,Kolkata,22.5726,88.3639,2018,06-02-2018,2,February,Q1,FY2017-18,527563,Small (<5M),9156920,6944834,56.87,43.13,619,Medium Density,3.41,High Growth,76.43,16.59,12.24,4.35
REC006411,India,South,Karnataka,KA,Bangalore,12.9716,77.5946,2013,22-06-2013,6,June,Q2,FY2013-14,8610871,Medium (5-10M),1757820,78410,95.73,4.27,1145,High Density,1.47,Moderate Growth,64.22,17.87,10.58,7.29
REC006412,India,East,West Bengal,WB,Kolkata,22.5726,88.3639,2006,12-11-2006,11,November,Q4,FY2006-07,3072488,Small (<5M),135791,3396940,3.84,96.16,1376,High Density,1.99,Moderate Growth,65.45,27.35,14.05,13.3
REC006413,India,East,West Bengal,WB,Kolkata,22.5726,88.3639,2013,18-04-2013,4,April,Q2,FY2013-14,17532130,Very Large (>15M),9381615,883096,91.4,8.6,854,Medium Density,1.45,Moderate Growth,61.01,26.47,8.72,17.75
REC006414,India,West,Maharashtra,MH,Pune,18.5204,73.8567,2005,27-01-2005,1,January,Q1,FY2004-05,19668215,Very Large (>15M),515707,9302216,5.25,94.75,231,Low Density,1.92,Moderate Growth,67.92,28.42,12.26,16.16
REC006415,India,East,West Bengal,WB,Kolkata,22.5726,88.3639,2011,20-01-2011,1,January,Q1,FY2010-11,4560465,Small (<5M),2097748,5529390,27.5,72.5,340,Low Density,3.5,High Growth,94.53,26.77,12.25,14.52
REC006416,India,West,Maharashtra,MH,Mumbai,19.076,72.8777,2015,04-12-2015,12,December,Q4,FY2015-16,18326306,Very Large (>15M),5281394,5232459,50.23,49.77,568,Medium Density,1.36,Moderate Growth,71.51,12.59,9.63,2.96
REC006417,India,North,Delhi,DL,Delhi,28.7041,77.1025,2016,01-05-2016,5,May,Q2,FY2016-17,17555882,Very Large (>15M),2244537,371747,85.79,14.21,309,Low Density,1.35,Moderate Growth,68.76,16.6,13.28,3.32
REC006418,India,South,Telangana,TG,Hyderabad,17.385,78.4867,2012,15-12-2012,12,December,Q4,FY2012-13,12059644,Large (10-15M),7895003,5682630,58.15,41.85,851,Medium Density,1.61,Moderate Growth,83.37,15.85,10.26,5.59
REC006419,India,East,West Bengal,WB,Kolkata,22.5726,88.3639,2022,18-02-2022,2,February,Q1,FY2021-22,9043526,Medium (5-10M),3094177,2008304,60.64,39.36,775,Medium Density,1.01,Moderate Growth,83.6,17.58,11.26,6.32
REC006420,India,East,West Bengal,WB,Kolkata,22.5726,88.3639,2013,14-04-2013,4,April,Q2,FY2013-14,9429583,Medium (5-10M),7445894,206448,97.3,2.7,298,Low Density,2.72,High Growth,93.87,15.85,5.44,10.41
REC006421,India,East,West Bengal,WB,Kolkata,22.5726,88.3639,2006,03-01-2006,1,January,Q1,FY2005-06,5435192,Medium (5-10M),1482455,1788586,45.32,54.68,252,Low Density,1.64,Moderate Growth,85.54,25.7,11.9,13.8
REC006422,India,North,Delhi,DL,Delhi,28.7041,77.1025,2013,15-04-2013,4,April,Q2,FY2013-14,18858388,Very Large (>15M),1464504,225529,86.66,13.34,1082,High Density,2.24,Moderate Growth,63.85,24.02,11.51,12.51
REC006423,India,South,Telangana,TG,Hyderabad,17.385,78.4867,2014,27-11-2014,11,November,Q4,FY2014-15,2609909,Small (<5M),5705612,4353425,56.72,43.28,192,Low Density,2.48,Moderate Growth,94.5,13.98,14.07,-0.09
REC006424,India,West,Maharashtra,MH,Mumbai,19.076,72.8777,2011,05-06-2011,6,June,Q2,FY2011-12,9151949,Medium (5-10M),4058851,4541460,47.19,52.81,1165,High Density,0.61,Low Growth,86.26,13.6,6.41,7.19
REC006425,India,West,Maharashtra,MH,Pune,18.5204,73.8567,2016,27-10-2016,10,October,Q4,FY2016-17,17762052,Very Large (>15M),6323953,1092230,85.27,14.73,1359,High Density,2.43,Moderate Growth,69.07,14.36,6.9,7.46
REC006426,India,South,Karnataka,KA,Bangalore,12.9716,77.5946,2008,24-04-2008,4,April,Q2,FY2008-09,14887972,Large (10-15M),6880934,2860095,70.64,29.36,418,Medium Density,2.1,Moderate Growth,69.14,16.28,9.81,6.47
REC006427,India,South,Karnataka,KA,Bangalore,12.9716,77.5946,2021,22-01-2021,1,January,Q1,FY2020-21,19200900,Very Large (>15M),5104543,9804150,34.24,65.76,349,Low Density,0.75,Low Growth,93.6,23.65,8.47,15.18
REC006428,India,South,Tamil Nadu,TN,Chennai,13.0827,80.2707,2014,03-07-2014,7,July,Q3,FY2014-15,6585791,Medium (5-10M),379898,5386528,6.59,93.41,328,Low Density,0.87,Low Growth,66.74,17.38,6.4,10.98
REC006429,India,North,Delhi,DL,Delhi,28.7041,77.1025,2011,22-02-2011,2,February,Q1,FY2010-11,8964590,Medium (5-10M),9535601,5577144,63.1,36.9,1397,High Density,1.82,Moderate Growth,67.97,18.48,6.53,11.95
REC006430,India,West,Maharashtra,MH,Mumbai,19.076,72.8777,2001,07-09-2001,9,September,Q3,FY2001-02,5420607,Medium (5-10M),138342,9987838,1.37,98.63,521,Medium Density,1.54,Moderate Growth,72.56,10.84,12.15,-1.31
REC006431,India,South,Tamil Nadu,TN,Chennai,13.0827,80.2707,2004,06-03-2004,3,March,Q1,FY2003-04,9442789,Medium (5-10M),8085527,2158629,78.93,21.07,618,Medium Density,1.81,Moderate Growth,83.78,19.6,12.49,7.11
REC006432,India,West,Maharashtra,MH,Mumbai,19.076,72.8777,2012,26-08-2012,8,August,Q3,FY2012-13,4070362,Small (<5M),3833852,3669916,51.09,48.91,478,Medium Density,2.41,Moderate Growth,75.04,18.83,13.92,4.91
REC006433,India,West,Maharashtra,MH,Mumbai,19.076,72.8777,2019,22-08-2019,8,August,Q3,FY2019-20,18399680,Very Large (>15M),1467208,9180675,13.78,86.22,1065,High Density,0.96,Low Growth,70.89,23.67,8.1,15.57
REC006434,India,South,Tamil Nadu,TN,Chennai,13.0827,80.2707,2022,01-03-2022,3,March,Q1,FY2021-22,16090078,Very Large (>15M),229339,9946030,2.25,97.75,1301,High Density,2.49,Moderate Growth,69.37,14.03,9.54,4.49
REC006435,India,West,Maharashtra,MH,Mumbai,19.076,72.8777,2007,19-04-2007,4,April,Q2,FY2007-08,11098817,Large (10-15M),8632523,3786417,69.51,30.49,760,Medium Density,2.95,High Growth,64.38,24.45,6.39,18.06
REC006436,India,South,Tamil Nadu,TN,Chennai,13.0827,80.2707,2013,07-02-2013,2,February,Q1,FY2012-13,4676940,Small (<5M),2897562,5194087,35.81,64.19,1325,High Density,0.51,Low Growth,79.12,24.36,6.24,18.12
REC006437,India,East,West Bengal,WB,Kolkata,22.5726,88.3639,2014,04-04-2014,4,April,Q2,FY2014-15,14056921,Large (10-15M),3754816,3776260,49.86,50.14,1246,High Density,1.61,Moderate Growth,69.57,22.45,5.11,17.34
REC006438,India,East,West Bengal,WB,Kolkata,22.5726,88.3639,2010,12-11-2010,11,November,Q4,FY2010-11,7492917,Medium (5-10M),1070561,9036880,10.59,89.41,1088,High Density,1.33,Moderate Growth,71.6,17.16,6.69,10.47
REC006439,India,West,Maharashtra,MH,Pune,18.5204,73.8567,2000,20-11-2000,11,November,Q4,FY2000-01,16435460,Very Large (>15M),3034207,4898789,38.25,61.75,736,Medium Density,1.8,Moderate Growth,60.27,11.17,7.8,3.37
REC006440,India,North,Delhi,DL,Delhi,28.7041,77.1025,2020,23-11-2020,11,November,Q4,FY2020-21,2719086,Small (<5M),8533598,7880586,51.99,48.01,683,Medium Density,2.35,Moderate Growth,78.59,14.73,10.65,4.08
REC006441,India,South,Tamil Nadu,TN,Chennai,13.0827,80.2707,2002,25-09-2002,9,September,Q3,FY2002-03,14844011,Large (10-15M),2243997,9302810,19.43,80.57,182,Low Density,1.06,Moderate Growth,84.37,28.6,11.21,17.39
REC006442,India,North,Delhi,DL,Delhi,28.7041,77.1025,2016,27-02-2016,2,February,Q1,FY2015-16,10546670,Large (10-15M),5847992,8071257,42.01,57.99,666,Medium Density,0.9,Low Growth,92.46,27.58,10.48,17.1
REC006443,India,East,West Bengal,WB,Kolkata,22.5726,88.3639,2018,18-12-2018,12,December,Q4,FY2018-19,2631517,Small (<5M),2672114,1844454,59.16,40.84,517,Medium Density,2.69,High Growth,66.9,13.94,5.32,8.62
REC006444,India,South,Karnataka,KA,Bangalore,12.9716,77.5946,2013,09-12-2013,12,December,Q4,FY2013-14,8149542,Medium (5-10M),7165991,5567308,56.28,43.72,696,Medium Density,2.56,High Growth,92.18,16.43,10.21,6.22
REC006445,India,South,Tamil Nadu,TN,Chennai,13.0827,80.2707,2021,19-03-2021,3,March,Q1,FY2020-21,15524959,Very Large (>15M),3170068,9685608,24.66,75.34,379,Low Density,1.88,Moderate Growth,72.64,10.2,9.51,0.69
REC006446,India,East,West Bengal,WB,Kolkata,22.5726,88.3639,2022,22-11-2022,11,November,Q4,FY2022-23,4902033,Small (<5M),8342140,9229604,47.47,52.53,1427,High Density,2,Moderate Growth,88.08,16.21,12.71,3.5
REC006447,India,West,Maharashtra,MH,Pune,18.5204,73.8567,2007,04-11-2007,11,November,Q4,FY2007-08,16197237,Very Large (>15M),5849562,4186735,58.28,41.72,1160,High Density,1.31,Moderate Growth,91.39,26.01,14.08,11.93
REC006448,India,South,Karnataka,KA,Bangalore,12.9716,77.5946,2012,01-04-2012,4,April,Q2,FY2012-13,16271042,Very Large (>15M),1473876,5360470,21.57,78.43,985,High Density,1.49,Moderate Growth,93.65,21.42,11.64,9.78
REC006449,India,South,Tamil Nadu,TN,Chennai,13.0827,80.2707,2019,09-05-2019,5,May,Q2,FY2019-20,4243319,Small (<5M),2790807,1036470,72.92,27.08,618,Medium Density,1.46,Moderate Growth,71.39,27.38,12.11,15.27
REC006450,India,West,Maharashtra,MH,Mumbai,19.076,72.8777,2002,27-01-2002,1,January,Q1,FY2001-02,10823311,Large (10-15M),5083366,8996440,36.1,63.9,466,Medium Density,2.68,High Growth,69.12,29.23,8.88,20.35
REC006451,India,South,Karnataka,KA,Bangalore,12.9716,77.5946,2004,15-07-2004,7,July,Q3,FY2004-05,13617992,Large (10-15M),4772950,3105969,60.58,39.42,531,Medium Density,2.17,Moderate Growth,75.38,14.42,10.92,3.5
REC006452,India,South,Telangana,TG,Hyderabad,17.385,78.4867,2008,22-10-2008,10,October,Q4,FY2008-09,9746337,Medium (5-10M),5378908,4099001,56.75,43.25,467,Medium Density,2.69,High Growth,79.41,21.09,10.46,10.63
REC006453,India,South,Telangana,TG,Hyderabad,17.385,78.4867,2005,08-07-2005,7,July,Q3,FY2005-06,9906570,Medium (5-10M),4574336,2486286,64.79,35.21,1487,High Density,2.27,Moderate Growth,84.17,25.1,14.73,10.37
REC006454,India,South,Telangana,TG,Hyderabad,17.385,78.4867,2024,15-09-2024,9,September,Q3,FY2024-25,4840500,Small (<5M),3019093,9575847,23.97,76.03,201,Low Density,2.14,Moderate Growth,84.22,22.43,12.32,10.11
REC006455,India,South,Karnataka,KA,Bangalore,12.9716,77.5946,2021,15-04-2021,4,April,Q2,FY2021-22,15014577,Very Large (>15M),4994788,7313927,40.58,59.42,853,Medium Density,1.46,Moderate Growth,64.08,15.21,7.77,7.44
REC006456,India,North,Delhi,DL,Delhi,28.7041,77.1025,2001,18-06-2001,6,June,Q2,FY2001-02,14770797,Large (10-15M),3816076,8723899,30.43,69.57,1049,High Density,1.69,Moderate Growth,81.41,29.54,13.87,15.67
REC006457,India,South,Tamil Nadu,TN,Chennai,13.0827,80.2707,2012,07-11-2012,11,November,Q4,FY2012-13,18749460,Very Large (>15M),1149680,7001315,14.1,85.9,875,Medium Density,3.16,High Growth,65.88,23.49,10.36,13.13
REC006458,India,West,Maharashtra,MH,Mumbai,19.076,72.8777,2004,22-02-2004,2,February,Q1,FY2003-04,2909281,Small (<5M),3341970,6421585,34.23,65.77,418,Medium Density,2.23,Moderate Growth,84.9,10.2,6.59,3.61
REC006459,India,West,Maharashtra,MH,Mumbai,19.076,72.8777,2024,18-12-2024,12,December,Q4,FY2024-25,15386013,Very Large (>15M),7786768,2496885,75.72,24.28,1076,High Density,2.07,Moderate Growth,94.18,20.32,13.34,6.98
REC006460,India,East,West Bengal,WB,Kolkata,22.5726,88.3639,2007,16-12-2007,12,December,Q4,FY2007-08,3019137,Small (<5M),3418525,9741280,25.98,74.02,1026,High Density,0.66,Low Growth,86.98,13.32,10.27,3.05
REC006461,India,South,Karnataka,KA,Bangalore,12.9716,77.5946,2022,02-04-2022,4,April,Q2,FY2022-23,4983574,Small (<5M),5388313,8524071,38.73,61.27,1360,High Density,2.51,High Growth,84.32,24.46,5.79,18.67
REC006462,India,South,Telangana,TG,Hyderabad,17.385,78.4867,2000,04-02-2000,2,February,Q1,FY1999-00,9837763,Medium (5-10M),1666385,1609689,50.87,49.13,189,Low Density,2.56,High Growth,62.71,11.3,8.91,2.39
REC006463,India,West,Maharashtra,MH,Pune,18.5204,73.8567,2019,20-10-2019,10,October,Q4,FY2019-20,1147584,Small (<5M),6150659,7657992,44.54,55.46,1239,High Density,2.57,High Growth,66.46,16.81,9.88,6.93
REC006464,India,East,West Bengal,WB,Kolkata,22.5726,88.3639,2011,16-05-2011,5,May,Q2,FY2011-12,14601858,Large (10-15M),3353323,5322484,38.65,61.35,223,Low Density,0.77,Low Growth,72.43,16.27,7.77,8.5
REC006465,India,West,Maharashtra,MH,Mumbai,19.076,72.8777,2022,03-07-2022,7,July,Q3,FY2022-23,3510762,Small (<5M),6311144,8941196,41.38,58.62,1399,High Density,1.4,Moderate Growth,92.67,27.83,7.93,19.9
REC006466,India,West,Maharashtra,MH,Pune,18.5204,73.8567,2010,24-01-2010,1,January,Q1,FY2009-10,8816011,Medium (5-10M),7548279,3566613,67.91,32.09,894,Medium Density,1.61,Moderate Growth,71.58,27.47,6.3,21.17
REC006467,India,East,West Bengal,WB,Kolkata,22.5726,88.3639,2006,23-10-2006,10,October,Q4,FY2006-07,18322382,Very Large (>15M),1719793,1261632,57.68,42.32,1382,High Density,2.98,High Growth,88.48,26.47,12.11,14.36
REC006468,India,West,Maharashtra,MH,Pune,18.5204,73.8567,2014,02-10-2014,10,October,Q4,FY2014-15,9778732,Medium (5-10M),4960442,760453,86.71,13.29,339,Low Density,3.44,High Growth,63.63,24.93,5.53,19.4
REC006469,India,West,Maharashtra,MH,Mumbai,19.076,72.8777,2021,03-07-2021,7,July,Q3,FY2021-22,19251735,Very Large (>15M),5086042,147661,97.18,2.82,937,High Density,1.74,Moderate Growth,83.17,29.09,7.82,21.27
REC006470,India,North,Delhi,DL,Delhi,28.7041,77.1025,2023,26-10-2023,10,October,Q4,FY2023-24,17855728,Very Large (>15M),4990760,5399820,48.03,51.97,506,Medium Density,2.16,Moderate Growth,87.27,13.82,7.12,6.7
REC006471,India,West,Maharashtra,MH,Mumbai,19.076,72.8777,2010,25-06-2010,6,June,Q2,FY2010-11,13419981,Large (10-15M),1108800,4626840,19.33,80.67,1100,High Density,0.52,Low Growth,79,26.4,9.49,16.91
REC006472,India,East,West Bengal,WB,Kolkata,22.5726,88.3639,2021,05-06-2021,6,June,Q2,FY2021-22,7086968,Medium (5-10M),1351781,1517726,47.11,52.89,445,Medium Density,0.53,Low Growth,86.84,23.47,12.86,10.61
REC006473,India,West,Maharashtra,MH,Mumbai,19.076,72.8777,2015,02-12-2015,12,December,Q4,FY2015-16,15008036,Very Large (>15M),4747474,1975522,70.62,29.38,417,Medium Density,0.72,Low Growth,85.33,24.03,7.99,16.04
REC006474,India,South,Tamil Nadu,TN,Chennai,13.0827,80.2707,2002,19-08-2002,8,August,Q3,FY2002-03,15356328,Very Large (>15M),2459648,2717627,47.51,52.49,1243,High Density,2.66,High Growth,76.69,18.54,13.73,4.81
REC006475,India,West,Maharashtra,MH,Mumbai,19.076,72.8777,2019,24-08-2019,8,August,Q3,FY2019-20,6897946,Medium (5-10M),5936327,8279262,41.76,58.24,1359,High Density,1.03,Moderate Growth,90.29,23.04,13.67,9.37
REC006476,India,South,Tamil Nadu,TN,Chennai,13.0827,80.2707,2013,20-06-2013,6,June,Q2,FY2013-14,9578595,Medium (5-10M),334373,2660989,11.16,88.84,86,Low Density,2.77,High Growth,71.96,14.75,9.08,5.67
REC006477,India,East,West Bengal,WB,Kolkata,22.5726,88.3639,2002,02-03-2002,3,March,Q1,FY2001-02,16432616,Very Large (>15M),7891107,2500898,75.93,24.07,347,Low Density,1.8,Moderate Growth,74.89,20.6,13.29,7.31
REC006478,India,South,Telangana,TG,Hyderabad,17.385,78.4867,2000,02-05-2000,5,May,Q2,FY2000-01,16078263,Very Large (>15M),5783842,3120715,64.95,35.05,833,Medium Density,3.05,High Growth,78.9,29.41,8,21.41
REC006479,India,North,Delhi,DL,Delhi,28.7041,77.1025,2020,22-02-2020,2,February,Q1,FY2019-20,15538523,Very Large (>15M),8322873,8459099,49.59,50.41,76,Low Density,3.11,High Growth,64.57,23.69,7.59,16.1
REC006480,India,East,West Bengal,WB,Kolkata,22.5726,88.3639,2014,24-05-2014,5,May,Q2,FY2014-15,3163119,Small (<5M),5248748,3559550,59.59,40.41,968,High Density,3.14,High Growth,78.04,23.51,13.69,9.82
REC006481,India,West,Maharashtra,MH,Pune,18.5204,73.8567,2000,23-09-2000,9,September,Q3,FY2000-01,17132272,Very Large (>15M),9635028,6775469,58.71,41.29,1061,High Density,2.13,Moderate Growth,71.34,14.71,11.74,2.97
REC006482,India,East,West Bengal,WB,Kolkata,22.5726,88.3639,2016,20-10-2016,10,October,Q4,FY2016-17,17333529,Very Large (>15M),8463438,9697189,46.6,53.4,155,Low Density,2.87,High Growth,68.98,26.82,7.44,19.38
REC006483,India,West,Maharashtra,MH,Mumbai,19.076,72.8777,2001,18-01-2001,1,January,Q1,FY2000-01,13003283,Large (10-15M),2660775,9194020,22.44,77.56,561,Medium Density,2.49,Moderate Growth,80.19,28.47,5.26,23.21
